stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
3390CL84,,"Clifton Green",,52.907952127,-1.1861378297,,,,,,
3390CL85,,"Crusader Island",,52.905238862,-1.1889987635,,,,,,
3390CL86,,"Clifton Lane, The Dip",,52.901295311,-1.1907374693,,,,,,
3390CL87,,"Clifton Pastures",,52.8968192799,-1.1908505592,,,,,,
3390CL88,,"The Farm House",,52.8951017948,-1.1921014501,,,,,,
3390CL89,,"Clifton Pastures",,52.8976284405,-1.1908652234,,,,,,
3390CL90,,"Clifton Lane, The Dip",,52.9014677104,-1.1909721296,,,,,,
3390CL91,,"Clifton La, Crusader Island",,52.9058506823,-1.1890765523,,,,,,
3390CL92,,"Clifton Lane, Clifton Green",,52.9081688666,-1.1862824614,,,,,,
3390CL93,,"Clifton Lane, Nottm Trent Uni",,52.9110985943,-1.1822274709,,,,,,
3390CL94,,"Woodsford Grove",,52.9080510517,-1.1770062697,,,,,,
3390CL96,,"Southchurch Dr, Peacock",,52.9016166666,-1.1786148602,,,,,,
3390CL97,,"NTU Clifton Campus",,52.9127793279,-1.1834895871,,,,,,
3390CL98,,"Dungannon Road",,52.9012526643,-1.1727939141,,,,,,
3390CL99,,"The Fairham",,52.9005264178,-1.1704885415,,,,,,
3390E1,,"City, Elite E1",,52.9550004361,-1.1497684211,,,,,,
3390E2,,"City, Elite E2",,52.9549759188,-1.1501112649,,,,,,
3390FF01,,"Sherwood Rise, Gregory Blvd",,52.9686196559,-1.1560975592,,,,,,
3390FF02,,"Berridge Road",,52.9708384456,-1.1584070995,,,,,,
3390FF03,,"Beech Avenue",,52.9715607703,-1.1588546944,,,,,,
3390FF04,,"Berridge Road",,52.9703039232,-1.1578218551,,,,,,
3390FF05,,"Sherwood Rise, Gregory Blvd",,52.9685991431,-1.155740598,,,,,,
3390FO01,,"Woodborough Road",,52.960568944,-1.1503291452,,,,,,
3390FO02,,"Huntingdon Street",,52.9627892973,-1.1515808855,,,,,,
3390FO04,,"ncn Clarendon College",,52.9687481274,-1.1539359962,,,,,,
3390FO06,,"ncn Clarendon College",,52.9687187259,-1.1535940985,,,,,,
3390FO07,,"Forest Recreation Ground",,52.9663615834,-1.1533274536,,,,,,
3390FO08,,"Forest Road",,52.964214004,-1.1521932075,,,,,,
3390FO09,,"Huntingdon Street",,52.9623453677,-1.1510982736,,,,,,
3390FO10,,"Woodborough Road",,52.9601517611,-1.1498162717,,,,,,
3390FO11,,"Woodborough Road",,52.9600725697,-1.1500560183,,,,,,
3390FO12,,"Huntingdon Street",,52.9628885927,-1.1516384945,,,,,,
3390FO14,,"Frogmore Street",,52.9613992645,-1.1507892735,,,,,,
3390FO15,,"Forest Recreation Ground",,52.9669130449,-1.153763365,,,,,,
3390FO31,,"ncn Clarendon College",,52.9688919391,-1.1539331888,,,,,,
3390FO34,,"Forest Road",,52.9641795369,-1.1524023208,,,,,,
3390G1,,"City, S Sherwood St G1",,52.956431744,-1.1513033699,,,,,,
3390G2,,"City, S Sherwood St G2",,52.9568456281,-1.1513548127,,,,,,
3390G3,,"City, S Sherwood St G3",,52.956538009,-1.1510780016,,,,,,
3390GR02,,"Thorneywood Mt Top",,52.9694797065,-1.1197334698,,,,,,
3390GR03,,"Wheatfields Road",,52.96732504,-1.1225467017,,,,,,
3390GR04,,"Thirlmere Close",,52.9645564809,-1.1250147108,,,,,,
3390GR05,,"Edginton Street",,52.963593969,-1.1261507648,,,,,,
3390GR06,,"Dowson Street",,52.9620205416,-1.1285645294,,,,,,
3390GR07,,"Ridgway Street",,52.9609327526,-1.131013045,,,,,,
3390GR08,,"Beacon Hill Rise, Nugent Gdns",,52.9609135424,-1.1345417465,,,,,,
3390GR09,,"Hawkridge Gardens",,52.9584391763,-1.1367050305,,,,,,
3390GR10,,"Roden Street",,52.9566550601,-1.1373657627,,,,,,
3390GR11,,"Roden Street",,52.9558493598,-1.1378283617,,,,,,
3390GR12,,"Hawkridge Gardens",,52.9573376241,-1.1372777519,,,,,,
3390GR13,,"Kelvedon Gardens",,52.9592837434,-1.1366435529,,,,,,
3390GR14,,"Beacon Hill Rise, Nugent Gdns",,52.9610748965,-1.1344789755,,,,,,
3390GR15,,"Ridgway Street",,52.9612966975,-1.1303804729,,,,,,
3390GR16,,"Dowson Street",,52.9628085551,-1.1281467106,,,,,,
3390GR17,,"Edginton Street",,52.9638721647,-1.1260856029,,,,,,
3390GR18,,"Thirlmere Close",,52.9660845778,-1.1237778387,,,,,,
3390GR19,,"Wheatfields Road",,52.9677181016,-1.1222111694,,,,,,
3390GR20,,"Thorneywood Mt Top",,52.9682852057,-1.121097827,,,,,,
3390GR28,,"Victoria Leisure Centre",,52.955904007,-1.1391669867,,,,,,
3390GR29,,"Cowan Street",,52.9564726222,-1.1419691287,,,,,,
3390GR30,,"Cowan Street",,52.9565698812,-1.1417439154,,,,,,
3390GR31,,"Victoria Leisure Centre",,52.9556827916,-1.1384122124,,,,,,
3390H1,,"Fletcher Gate H1",,52.9525719864,-1.1458269796,,,,,,
3390H2,,"George Street",,52.953806158,-1.144939342,,,,,,
3390H3,,Pryzm,,52.955191515,-1.1438253875,,,,,,
3390H4,,Pryzm,,52.9559038353,-1.1441239218,,,,,,
3390H6,,"Lwr Parliament St, Boston St",,52.9543656795,-1.1402543715,,,,,,
3390H7,,Hockley,,52.9536300443,-1.1404624601,,,,,,
3390H8,,"City, George Street H8",,52.9550335864,-1.1456147513,,,,,,
3390HV01,,"Hempshill Va, Armstrong Rd",,52.9958145207,-1.2154481342,,,,,,
3390HV02,,"Meadow Rise",,52.9968514927,-1.2132092912,,,,,,
3390HV03,,"Irwin Drive",,52.9977176316,-1.2096175547,,,,,,
3390HV04,,"Northern Cemetery",,52.9978421052,-1.2067097758,,,,,,
3390HV05,,"Crabtree Rd, Clayfield Close",,52.9966272297,-1.2051675747,,,,,,
3390HV06,,"Courtleet Way",,52.9955340795,-1.2030123518,,,,,,
3390HV07,,"Crabtree Rd East",,52.9968121988,-1.2005750764,,,,,,
3390HV08,,"Courtleet Way",,52.9954011512,-1.2032978833,,,,,,
3390HV09,,"Crabtree Rd, Clayfield Close",,52.9971224823,-1.2052925811,,,,,,
3390HV10,,"Northern Cemetery",,52.9976838914,-1.207249074,,,,,,
3390HV11,,"Irwin Drive",,52.9975845885,-1.2098881824,,,,,,
3390HV12,,"Meadow Rise",,52.9965832225,-1.2134227604,,,,,,
3390HV13,,"Hempshill Vale, Armstrong Rd",,52.9956525343,-1.2154212707,,,,,,
3390J1,,"City, Victoria Centre J1",,52.957662701,-1.1487039494,,,,,,
3390J3,,"City, Victoria Centre J3",,52.9562033022,-1.1482711431,,,,,,
3390J4,,"City, Victoria Centre J4",,52.9559961463,-1.1482156694,,,,,,
3390J5,,"City, Victoria Centre J5",,52.9556985747,-1.1480875445,,,,,,
3390J6,,"City, Victoria Centre J6",,52.9555362532,-1.1480163058,,,,,,
3390K1,,"City, King Street K1",,52.9548001399,-1.1494151014,,,,,,
3390K2,,"City, King Street K2",,52.9546023985,-1.1494189801,,,,,,
3390K3,,"City, King Street K3",,52.9544498114,-1.1494517435,,,,,,
3390LE01,,"Hillside for Gatehouse Lodge",,52.9471214896,-1.1851203125,,,,,,
3390LE02,,"Triumph Road",,52.9478324849,-1.1826215164,,,,,,
3390LE03,,"Faraday Road",,52.9499392812,-1.1778785966,,,,,,
3390LE04,,"Savoy Cinema",,52.951751031,-1.1733938704,,,,,,
3390LE05,,"Harrington Drive",,52.9529911527,-1.1707505342,,,,,,
3390LE06,,"Seely Road",,52.9545327536,-1.1675207402,,,,,,
3390LE07,,"Seely Road",,52.9544510253,-1.167403228,,,,,,
3390LE08,,"Harrington Drive",,52.95311377,-1.1702867641,,,,,,
3390LE09,,"Savoy Cinema",,52.9517289141,-1.1727989234,,,,,,
3390LE10,,"Lenton Boulevard",,52.950759737,-1.1756304623,,,,,,
3390LE11,,"Faraday Road",,52.9493574071,-1.1782319443,,,,,,
3390LE12,,"Hillside for Gatehouse Lodge",,52.9471746077,-1.1836905812,,,,,,
3390LI01,,"Showcase Cinema",,52.9350786243,-1.1725509705,,,,,,
3390LI02,,"Clifton Blvd, Clifton Br North",,52.9307270637,-1.1698816891,,,,,,
3390LI03,,"Clifton Blvd, Clifton Br North",,52.9301462495,-1.1703837328,,,,,,
3390LI04,,"Showcase Cinema",,52.9341067459,-1.1724058421,,,,,,
3390LI05,,"Queens Dr, Clifton Br North",,52.9299657667,-1.1664299666,,,,,,
3390LI06,,"Tottle Road",,52.9334803631,-1.1612741964,,,,,,
3390LI07,,"Pork Farms",,52.9353622351,-1.1604343784,,,,,,
3390LI08,,"Queens Dr, Clifton Br North",,52.9295549112,-1.1668097726,,,,,,
3390LI09,,"Queens Drive P+R (in)",,52.9286837899,-1.1656512659,,,,,,
3390LI12,,"Queens Drive P+R (out)",,52.9287103372,-1.1655912503,,,,,,
3390LI19,,"Tottle Road",,52.933612458,-1.1608848151,,,,,,
3390LI20,,"Pork Farms",,52.9350695076,-1.1609905468,,,,,,
3390LI35,,"Electric Av, Experian",,52.9331766933,-1.1641068585,,,,,,
3390LI36,,"B & Q Warehouse",,52.9316477392,-1.1640024111,,,,,,
3390LI37,,"Electric Av, Experian",,52.9335261912,-1.1639513468,,,,,,
3390LI38,,"Bull Close Road",,52.9279528448,-1.1729694622,,,,,,
3390LI39,,"Power League",,52.9262404806,-1.1775242293,,,,,,
3390LI40,,"Power League",,52.9263481349,-1.1774924386,,,,,,
3390LI41,,"Bull Close Road",,52.9279543969,-1.1731925735,,,,,,
3390LI42,,"B & Q Warehouse",,52.9319095509,-1.1641610195,,,,,,
3390LI43,,"Riverside Farm Restaurant",,52.9339426489,-1.1618157522,,,,,,
3390M1,,"City, Maid Marian Way M1",,52.9528793235,-1.1536055895,,,,,,
3390M2,,"City, Maid Marian Way M2",,52.9522633526,-1.1529478127,,,,,,
3390M3,,"City, Maid Marian Way M3",,52.9512586545,-1.1519850873,,,,,,
3390M4,,"City, Maid Marian Way M4",,52.9511411703,-1.1518980803,,,,,,
3390M6,,"City, Maid Marian Way M6",,52.9527823595,-1.1538754047,,,,,,
3390MA03,,"Huntingdon Street",,52.9598839671,-1.1488240915,,,,,,
3390MA04,,"Woodboro' Rd, Shelton St",,52.9615323867,-1.1467818996,,,,,,
3390MA05,,"Peas Hill Road",,52.9626760391,-1.1458065582,,,,,,
3390MA06,,"Cranmer Street",,52.9652286913,-1.1445055896,,,,,,
3390MA07,,"Bowers Avenue",,52.9666716149,-1.1438964246,,,,,,
3390MA08,,"Hungerhill Road",,52.9683817135,-1.142939468,,,,,,
3390MA09,,"Alexandra Court",,52.9704931564,-1.1415426589,,,,,,
3390MA10,,"Dagmar Grove",,52.972737143,-1.1398303616,,,,,,
3390MA11,,"Malvern Road",,52.9750021296,-1.1372983939,,,,,,
3390MA12,,"Woodboro' Rd, Ransom Rd Top",,52.9777513377,-1.1358436929,,,,,,
3390MA13,,"Private Road",,52.9786159362,-1.1348285837,,,,,,
3390MA14,,"Mapperley Rise",,52.980127001,-1.1324749409,,,,,,
3390MA15,,"Belvoir Street",,52.9810289454,-1.1291950212,,,,,,
3390MA16,,"Porchester Road",,52.9814671113,-1.1276520818,,,,,,
3390MA17,,"Robinson Road",,52.982219412,-1.1248218259,,,,,,
3390MA19,,"Porchester Road",,52.981227926,-1.1281335191,,,,,,
3390MA20,,"Belvoir Street",,52.9806573286,-1.130006778,,,,,,
3390MA21,,"Mapperley Rise",,52.9794239931,-1.1334571135,,,,,,
3390MA22,,"Private Road",,52.978302975,-1.1350582341,,,,,,
3390MA23,,"Woodboro' Rd, Ransom Rd Top",,52.9768799175,-1.1359206449,,,,,,
3390MA24,,"Malvern Road",,52.9744481021,-1.1377561861,,,,,,
3390MA25,,"Dagmar Grove",,52.9728514041,-1.1394706974,,,,,,
3390MA26,,"Alexandra Court",,52.9692750588,-1.1421623978,,,,,,
3390MA27,,"Hungerhill Road",,52.9673246451,-1.1434517276,,,,,,
3390MA28,,"Cranmer Street",,52.965406206,-1.1441894183,,,,,,
3390MA29,,"Peas Hill Road",,52.963542226,-1.1450004101,,,,,,
3390MA30,,"Woodboro' Rd, Shelton St",,52.9617634096,-1.1464051606,,,,,,
3390MA31,,"Huntingdon Street",,52.9605310437,-1.1475459699,,,,,,
3390MA47,,"Maurice Drive",,52.9804635976,-1.1342554962,,,,,,
3390MA48,,"Maurice Drive",,52.9805438406,-1.1341645276,,,,,,
3390MA60,,"Gordon Rise",,52.980642166,-1.1365605271,,,,,,
3390ME01,,"Arkwright Street",,52.9460243666,-1.1466256246,,,,,,
3390ME02,,"Lammas Gardens",,52.9446867161,-1.1431249472,,,,,,
3390ME03,,"Eugene Gardens",,52.9436596224,-1.1403177545,,,,,,
3390ME04,,"Meadows Way, Ryehill St",,52.9406638482,-1.1400051067,,,,,,
3390ME05,,"Trent Bridge, Victoria Embknt",,52.9394531097,-1.1379161405,,,,,,
3390ME06,,"Trent Bridge, Victoria Embknt",,52.939358769,-1.1385429752,,,,,,
3390ME07,,"Ryehill Street",,52.9409084679,-1.1402681073,,,,,,
3390ME08,,"Eugene Gardens",,52.9430222106,-1.140434555,,,,,,
3390ME09,,"Lammas Gardens",,52.9446136462,-1.1442127621,,,,,,
3390ME10,,"Crossgate Drive",,52.9377693115,-1.1601348533,,,,,,
3390ME15,,"Traffic Street",,52.9450192212,-1.1493687934,,,,,,
3390ME16,,"Wilford Road",,52.9444727686,-1.1546774104,,,,,,
3390ME17,,"Castle Bridge Road",,52.9432819504,-1.1578852201,,,,,,
3390ME18,,"NG2 Business Park",,52.9414461527,-1.1601529597,,,,,,
3390ME19,,"Crossgate Drive",,52.9384340247,-1.160062468,,,,,,
3390ME20,,"Bridgeway Centre",,52.9432523349,-1.1474242228,,,,,,
3390ME21,,"Houseman Gardens",,52.9417207429,-1.1494632309,,,,,,
3390ME22,,"Queens Walk",,52.941741678,-1.1523943399,,,,,,
3390ME24,,"Robin Hood Way, Soudan Dr",,52.9396520913,-1.1543546944,,,,,,
3390ME25,,"Riverside Way",,52.9382049666,-1.1569124295,,,,,,
3390ME26,,"Riverside Way",,52.9383398963,-1.1569246873,,,,,,
3390ME27,,"Robin Hood Way, Soudan Dr",,52.9398514207,-1.1545740117,,,,,,
3390ME28,,"Thrumpton Drive",,52.941380803,-1.1547376577,,,,,,
3390ME29,,"Queens Walk",,52.9418174781,-1.1516785789,,,,,,
3390ME30,,"Houseman Gardens",,52.9418527985,-1.1490737398,,,,,,
3390ME31,,"Manifold Gardens",,52.9420468415,-1.1472991046,,,,,,
3390ME32,,"Bridgeway Centre",,52.94330005,-1.1478102,,,,,,
3390ME33,,"Crossgate Drive",,52.9380913131,-1.1599054272,,,,,,
3390ME36,,"Traffic Street",,52.9451847351,-1.1498864174,,,,,,
3390ME37,,"Wilford Crescent",,52.9405246362,-1.1456326575,,,,,,
3390ME38,,"Holgate Road",,52.9385630575,-1.1453736895,,,,,,
3390ME39,,"Collygate Road",,52.9382897639,-1.143623276,,,,,,
3390ME40,,"Wilford Road",,52.9446348749,-1.1547188968,,,,,,
3390ME41,,"Bunbury Street",,52.938609132,-1.141786764,,,,,,
3390ME42,,"Collygate Road",,52.9380969506,-1.1443115416,,,,,,
3390ME43,,"Holgate Road",,52.9395628929,-1.1456515963,,,,,,
3390ME44,,"Wilford Crescent",,52.9410384636,-1.1458308668,,,,,,
3390ME45,,"Portal Business Park",,52.9439526091,-1.1561161766,,,,,,
3390ME68,,"NG2 Homebase",,52.9423284762,-1.1603442128,,,,,,
3390ME71,,"Bathley St, Bunbury St",,52.9387704908,-1.1417240531,,,,,,
3390ME72,,"NG2 Business Park",,52.9414852585,-1.160598624,,,,,,
3390N1,,"Canal Street",,52.9496163227,-1.1423429141,,,,,,
3390N3,,"Belward Street, Ice Arena",,52.9528792282,-1.141057843,,,,,,
3390N6,,"Popham Street",,52.9492524358,-1.1442403011,,,,,,
3390P1,,"City, Parliament St P1",,52.9550931916,-1.150168508,,,,,,
3390P2,,"City, Parliament St P2",,52.955117709,-1.1498256632,,,,,,
3390P3,,"City, Parliament St P3",,52.9551249942,-1.1495873539,,,,,,
3390P4,,"City, Parliament St P4",,52.9551551958,-1.1487829492,,,,,,
3390P5,,"City, Parliament St P5",,52.9551705078,-1.148410513,,,,,,
3390Q1,,"City, Queen Street Q1",,52.9543730682,-1.1500337695,,,,,,
3390Q2,,"City, Queen Street Q2",,52.9545991573,-1.1502228458,,,,,,
3390Q3,,"City, Queen Street Q3",,52.9547712103,-1.1503980975,,,,,,
3390QM01,,"University East Entrance",,52.9409778628,-1.1845660862,,,,,,
3390QM02,,"Derby Rd, QMC Main Entrance",,52.9449448873,-1.1888965505,,,,,,
3390QM03,,QMC,,52.9460551149,-1.1869262158,,,,,,
3390QM04,,"Derby Rd, QMC Main Entrance",,52.945046348,-1.1879570934,,,,,,
3390QM05,,"QMC Derby Road",,52.9437435949,-1.1893803367,,,,,,
3390QM06,,"Medical School",,52.9427706701,-1.1877615927,,,,,,
3390QM07,,Dunkirk,,52.9409309787,-1.1829747541,,,,,,
3390QM08,,"QMC Forecourt",,52.944871299,-1.1873353328,,,,,,
3390RA01,,"Highurst Street",,52.9560456214,-1.1666134388,,,,,,
3390RA02,,"Albert Grove",,52.9557912417,-1.170086676,,,,,,
3390RA03,,"Rothesay Avenue",,52.9557072077,-1.1722169227,,,,,,
3390RA04,,"Radford Boulevard",,52.9555468792,-1.1763135026,,,,,,
3390RA05,,"Middleton Street",,52.9553646354,-1.1798597034,,,,,,
3390RA06,,"Faraday Road",,52.9554340609,-1.1834160195,,,,,,
3390RA07,,"Jubilee Campus",,52.9552757866,-1.1878697406,,,,,,
3390RA10,,"Triumph Road",,52.9554527059,-1.1874496337,,,,,,
3390RA11,,"Faraday Road",,52.9554456718,-1.1811829787,,,,,,
3390RA12,,"Middleton Street",,52.9556098364,-1.1789172766,,,,,,
3390RA13,,"Radford Boulevard",,52.9557823403,-1.17397199,,,,,,
3390RA14,,"Albert Grove",,52.9559286627,-1.1704561874,,,,,,
3390RA15,,"Highurst Street",,52.9561792765,-1.1677273012,,,,,,
3390RA19,,"Peveril Street",,52.9601528941,-1.1690504107,,,,,,
3390RA20,,"Bentinck Road",,52.9612199572,-1.169952982,,,,,,
3390RA21,,"Peveril Street",,52.9600875831,-1.1687092595,,,,,,
3390RA22,,"Boden Street",,52.9587179562,-1.1669640121,,,,,,
3390RA23,,"Newdigate Street",,52.9578170525,-1.165403372,,,,,,
3390RA24,,"Chadwick Road",,52.9649247448,-1.1804828278,,,,,,
3390RA25,,"Alfreton Rd, Gregory Blvd",,52.964337477,-1.1787519713,,,,,,
3390RA26,,"Bridlington Street",,52.9636179565,-1.1761005981,,,,,,
3390RA27,,"Player Street",,52.9627913454,-1.1735704582,,,,,,
3390RA28,,"Hartley Road",,52.9618953684,-1.1714139333,,,,,,
3390RA30,,"Player Street",,52.9629216286,-1.174208161,,,,,,
3390RA31,,"Alfreton Rd, Gregory Blvd",,52.96411133,-1.1785478173,,,,,,
3390RA32,,"Chadwick Road",,52.9653267926,-1.1814281148,,,,,,
3390RA33,,"Boden Street",,52.9582112747,-1.1664973807,,,,,,
3390RA46,,"Radford Boulevard",,52.9555315828,-1.1767008166,,,,,,
3390RA47,,"Alfreton Rd, Gregory Blvd",,52.9642035779,-1.1788885045,,,,,,
3390RA49,,"Hartley Road",,52.9619163524,-1.171845276,,,,,,
3390RA63,,"Jubilee Campus, The Exchange",,52.9539972068,-1.1875662163,,,,,,
3390RP01,,"Rise Park Bus Terminus",,53.0102528335,-1.1744678052,,,,,,
3390RP02,,"Rise Park Bus Terminus",,53.0103047976,-1.1741836311,,,,,,
3390RP03,,"Rise Park Bus Terminus",,53.0102755566,-1.1738562934,,,,,,
3390RP04,,"Rise Park Bus Terminus",,53.0101749266,-1.1736048411,,,,,,
3390RP05,,"Rise Park Road East",,53.0101374191,-1.1772720154,,,,,,
3390RP06,,"Rise Park Road West",,53.0102973879,-1.1835288018,,,,,,
3390RP07,,"Rise Park Road West",,53.0104158543,-1.1824534506,,,,,,
3390RP08,,"Bestwd Pk Dr E, Rise Pk Rd E",,53.0102803786,-1.1784467411,,,,,,
3390RP09,,"Pine Hill Close",,53.009898304,-1.1713148733,,,,,,
3390RP10,,"Brownlow Dr, Rise Pk Shops",,53.0106749528,-1.1731183488,,,,,,
3390RP12,,"Dunvegan Drive",,53.0127883215,-1.1732419223,,,,,,
3390RP13,,"Rosenheath Avenue",,53.0136947949,-1.1769211733,,,,,,
3390RP14,,"Glensford Gardens",,53.01376417,-1.1791556859,,,,,,
3390RP15,,"Haverhill Crescent",,53.0135560233,-1.1828710974,,,,,,
3390RP16,,"Revelstoke Way",,53.0117497077,-1.1842615474,,,,,,
3390RP17,,"Bestwood Park Drive West",,53.0106696887,-1.1840732432,,,,,,
3390RP19,,"Bestwood Park Drive",,53.0098675912,-1.1850869472,,,,,,
3390S1,,"Nottingham Station S1",,52.9480356851,-1.1475534454,,,,,,
3390S2,,"Nottingham Station S2",,52.9478733632,-1.147482221,,,,,,
3390S5,,"Nottingham Station S5",,52.947739393,-1.1476039172,,,,,,
3390S6,,"Nottingham Station S6",,52.9478385838,-1.1476466166,,,,,,
3390S7,,"Nottingham Station S7",,52.9472414108,-1.1471076918,,,,,,
3390SA01,,"St Ann's, Kildare Road terminus",,52.9704120511,-1.1242561917,,,,,,
3390SA02,,"Brewsters Road",,52.9689602439,-1.1248662451,,,,,,
3390SA03,,"Botany Avenue",,52.9672969637,-1.127282167,,,,,,
3390SA04,,"Ransom Road",,52.9646722732,-1.130997634,,,,,,
3390SA05,,"Luther Close",,52.9635810709,-1.1329847688,,,,,,
3390SA06,,"St Ann's Well Rd, Robin Hd Chase",,52.9613118154,-1.1373922042,,,,,,
3390SA07,,"Hedderley Walk",,52.958904239,-1.1413404251,,,,,,
3390SA08,,"Curzon Street",,52.9570236958,-1.1423452612,,,,,,
3390SA09,,"Curzon Street",,52.9572222956,-1.1424604219,,,,,,
3390SA10,,"Hedderley Walk",,52.9596486482,-1.1411023773,,,,,,
3390SA11,,"St Ann's Well Rd, Robin Hd Chase",,52.9617840851,-1.1368170741,,,,,,
3390SA12,,"Luther Close",,52.9640701003,-1.1322454512,,,,,,
3390SA13,,"Ransom Road",,52.9649585894,-1.1308132283,,,,,,
3390SA14,,"Botany Avenue",,52.9670493365,-1.1278380655,,,,,,
3390SA15,,"Brewsters Road",,52.9679923565,-1.1264938925,,,,,,
3390SA16,,"Gilpet Avenue",,52.9693666709,-1.1263470707,,,,,,
3390SA17,,"Gedney Avenue",,52.9712495714,-1.1269047508,,,,,,
3390SA18,,"Brewsters Road Top",,52.9709796778,-1.1281014584,,,,,,
3390SA19,,"Blundell Close",,52.9687297055,-1.130201557,,,,,,
3390SA20,,"Ransom Road",,52.9681241699,-1.1309879837,,,,,,
3390SA21,,"Lotus Close",,52.9657861073,-1.1333426681,,,,,,
3390SA22,,"Abbotsford Drive",,52.9650116876,-1.1381076841,,,,,,
3390SA23,,"Abbotsford Dr, Robin Hood Chase",,52.9633824115,-1.1415346003,,,,,,
3390SA24,,"Penrhyn Close",,52.9610839292,-1.1431730737,,,,,,
3390SA25,,"Comyn Gardens",,52.9589595982,-1.1427833415,,,,,,
3390SA26,,"Comyn Gardens",,52.9586817145,-1.1428930421,,,,,,
3390SA27,,"Penrhyn Close",,52.961344373,-1.1431381511,,,,,,
3390SA28,,"Abbotsford Dr, Robin Hood Chase",,52.9638478635,-1.1412573912,,,,,,
3390SA29,,"Abbotsford Drive",,52.9653091614,-1.1382208805,,,,,,
3390SA30,,"Lotus Close",,52.9653720117,-1.1344973961,,,,,,
3390SA31,,"Ransom Road",,52.9678192246,-1.1310834366,,,,,,
3390SA32,,"Blundell Close",,52.9691921306,-1.130743216,,,,,,
3390SA33,,"Brewsters Road Top",,52.9710723972,-1.1284867565,,,,,,
3390SA34,,"Gedney Avenue",,52.9710071096,-1.1269394174,,,,,,
3390SA35,,"Gilpet Avenue",,52.9692828234,-1.125946723,,,,,,
3390SA36,,"St Ann's, Kildare Road",,52.9707877991,-1.1240103456,,,,,,
3390SA37,,"Landmere Gardens",,52.9729471499,-1.1242645258,,,,,,
3390SA38,,"The Chestnuts",,52.9747183612,-1.1255243474,,,,,,
3390SA39,,"Boynton Drive",,52.975985785,-1.1267348536,,,,,,
3390SA40,,"Elliott Durham Nature Area",,52.9775890333,-1.1283854653,,,,,,
3390SA42,,"The Wells Rd, Woodboro' Rd",,52.9796816489,-1.1305774443,,,,,,
3390SA43,,"The Wells Rd, Woodboro' Rd",,52.9796801246,-1.1303689608,,,,,,
3390SA44,,"Elliott Durham Nature Area",,52.9773609451,-1.1279283687,,,,,,
3390SA45,,"Boynton Drive",,52.9757484835,-1.1262481832,,,,,,
3390SA46,,"The Chestnuts",,52.9738945237,-1.1247368117,,,,,,
3390SA47,,"St Ann's, Kildare Road",,52.9705349241,-1.1238516591,,,,,,
3390SA57,,"Landmere Gardens",,52.9726747634,-1.123897744,,,,,,
3390SH01,,"Hucknall Road",,52.9719756205,-1.1527114726,,,,,,
3390SH02,,"Tavistock Drive",,52.9732102635,-1.1518831849,,,,,,
3390SH03,,"Church Drive",,52.9757060698,-1.1501663766,,,,,,
3390SH04,,"Bingham Road",,52.9777279266,-1.1488012267,,,,,,
3390SH05,,"Sherwood, Haydn Rd",,52.9806180975,-1.1469273525,,,,,,
3390SH06,,"Sherwood Shops",,52.9826482604,-1.1454723605,,,,,,
3390SH07,,"Magnus Road",,52.9845162952,-1.1439757483,,,,,,
3390SH08,,"Woodthorpe Drive",,52.9877516564,-1.14136448,,,,,,
3390SH09,,"Foster Drive",,52.9898372911,-1.1401313416,,,,,,
3390SH10,,"Rushcliffe Rise",,52.9906900899,-1.1399654323,,,,,,
3390SH103,,"City Hospl, Main Entrance",,52.9915689988,-1.1572593778,,,,,,
3390SH105,,"Day Surgery Unit",,52.9898244385,-1.1609878627,,,,,,
3390SH107,,"Five Ways",,52.9893274214,-1.1479773756,,,,,,
3390SH118,,"Hucknall Rd, City Hospital",,52.9884936571,-1.160939159,,,,,,
3390SH123,,"City Hospital, Purple Car Park",,52.9918387406,-1.1534700311,,,,,,
3390SH124,,"City Hospl, Radiotherapy",,52.9919401677,-1.1550919365,,,,,,
3390SH125,,"Yellow Car Park",,52.9900503357,-1.1510171225,,,,,,
3390SH13,,"Sherwood Shops",,52.9833256885,-1.1446695565,,,,,,
3390SH14,,"Sherwood, Winchester St",,52.9813318095,-1.1461685773,,,,,,
3390SH15,,"Haydn Road",,52.9796052079,-1.1473345365,,,,,,
3390SH16,,"Bingham Road",,52.9771180074,-1.1489919246,,,,,,
3390SH17,,"Church Drive",,52.974729227,-1.1505876229,,,,,,
3390SH18,,"Tavistock Drive",,52.9731548473,-1.1516757871,,,,,,
3390SH19,,"Hucknall Road",,52.971410105,-1.1528267662,,,,,,
3390SH20,,"Valley Rd, Mansfield Rd",,52.9920218972,-1.1413989958,,,,,,
3390SH21,,"Linby Close",,52.9911626325,-1.1444104905,,,,,,
3390SH22,,"Valley Rd, Edwards La",,52.9881211184,-1.150250516,,,,,,
3390SH23,,"Whatton Rise",,52.9877539631,-1.1529689042,,,,,,
3390SH24,,"Valley Rd, Hucknall Rd",,52.9873719402,-1.1561344302,,,,,,
3390SH25,,"Valley Rd, Hucknall Rd",,52.9872799127,-1.1583706907,,,,,,
3390SH26,,"Whatton Rise",,52.9878397345,-1.1536524726,,,,,,
3390SH27,,"Valley Rd, Edwards La",,52.9882669511,-1.1505306939,,,,,,
3390SH28,,"Linby Close",,52.9913515984,-1.1444365528,,,,,,
